product_id,seller_id,shipping_limit_date,price,freight_value,review_score,customer_id,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_id,CEP_customer,cod_estado_customer,CEP_seller,cod_estado_seller,payment_sequential,payment_type,payment_installments,payment_value
cd935d283d47f1050c505e1c39c48b67,a3a38f4affed601eb87a97788c949667,1535425818,69.9,18.59,5,4ca563f7c94e7c1c7fedb3512b510c0b,1535024616,1535080218,1535369100,1535660924,1536105600,32,658,5,281,30,14,25,6,13454,SP,89204,SC,1,boleto,1,88.49
4e52d603138fe095d25d2c44eb9f7c42,c2d70ce2c5d0a2eb75e78668236e6dc8,1535671513,201.9,5.7,5,a910f3a92b629ccc1d3444a102254023,1535411575,1535412313,1535445180,1535656920,1536537600,55,655,2,950,41,7,22,8,81030,PR,4275,SP,1,credit_card,8,207.6
aadff88486740e0b0ebe2be6c09476ae,da8622b14eb17ae2831f4ac5b9dab84a,1535496919,29.9,7.47,5,2f5775a3bbdd35ec56e14f8217c990d9,1534977658,1534978519,1535137320,1535388995,1535500800,56,390,1,250,16,5,15,1,6160,SP,13405,SP,1,credit_card,1,37.37
c88f6f752875535d69510094205bab77,72c5da29406b4234927b81855e7b64f6,1535337913,319.99,20.04,5,e551bab5d422fd3ad727235a8270aa67,1534977594,1534992313,1535027280,1535569908,1538611200,54,1781,3,1600,26,9,20,26,93900,RS,7077,SP,1,boleto,1,340.03
a7216be504e1ff211b67479ab193a552,a2e874074c877c5a05abae80ad6e488f,1535530208,69.9,21.13,5,e8640461d21ee25de8988187e7227b70,1535270087,1535271008,1535383980,1535651922,1536192000,42,886,3,5200,50,23,27,8,13273,SP,15070,SP,1,credit_card,8,182.06
c181ddb9a0403b7f2010870a988a61bd,70bf57d811208f8923b41bbd499a67a4,1535564122,95.4,11.69,4,8dd74bc7874323d7948b25debd8488c4,1535390665,1535391322,1535451180,1535552326,1536105600,50,418,1,1632,30,20,19,23,9860,SP,7866,SP,1,credit_card,1,107.09
fb9840b7c9aa168ac9555999557fdf26,c826c40d7b19f62a09e2d7c5e7295ee2,1535988920,110.77,8.04,5,6074d24326b80e85de5d37536f93d9c5,1535383275,1535384120,1535460300,1535578902,1536019200,28,452,1,400,18,18,17,6,5346,SP,7133,SP,1,credit_card,2,118.81
cba233cdf732bfe917cc13a00836a969,94ca168e8bcb407ab85c5da308863027,1535139025,47.5,18.43,5,3a1a43b64b07a4252f466e05381a74f5,1534965571,1534966225,1535029560,1535549507,1536192000,59,1502,1,100,16,6,11,46,37502,MG,16250,SP,1,credit_card,1,65.93
c432f90fa332fd2e5091f2ac2d226aad,9c1c0c36cd23c20897e473901a8fb149,1535487013,124.99,22.63,5,976adb38de58c8851a9e7858a56ae18a,1535054267,1535055013,1535119260,1535551714,1535673600,56,757,4,10500,35,30,27,11,13171,SP,11702,SP,1,credit_card,1,147.62
750dcfda0a9788bba89c94bb82a322db,53e4c6e0f4312d4d2107a8c9cddf45cd,1535563515,27.81,16.47,5,51ff54ae13cdec5937953af1e40bd315,1535389836,1535390715,1535466720,1535581542,1535587200,48,197,1,7350,25,62,25,8,2435,SP,13920,SP,1,credit_card,4,44.28
f72379337062680ca5a2b7b0275913d8,f205b1a3ca9a34e0f8a228bae6e4c7b3,1535478250,99.0,31.56,4,e1a66c81cd7d20ecf12f40679b70eab2,1535304524,1535305450,1535379300,1535671484,1536796800,56,945,2,2050,30,22,18,5,38051,MG,94965,RS,1,credit_card,2,130.56
d3e1006ba3735c0d44160026b6e0ced3,c003204e1ab016dfa150abc119207b24,1535473871,108.9,11.78,5,736d28863facba7881a832ac8549a1dc,1535300398,1535301322,1535380260,1535483556,1536105600,53,2805,3,1850,19,16,17,3,9030,SP,7790,SP,1,credit_card,6,120.68
f1d3e7a4605f6cd5f2a3cf9bde5c7845,888faa8bfb0b159c37de6d898b961c31,1535621413,149.9,20.24,5,68ac50b4985070c79a1bf8153c381918,1534929610,1534930213,1534938420,1535416325,1536624000,40,565,3,1000,31,6,33,32,95520,RS,88750,SC,1,credit_card,1,170.14
9b83697904aaffc71f44ffe33b3c69be,1127b7f2594683f2510f1c2c834a486b,1535424315,25.0,8.93,5,11999e013d7ed940ec19dfe9e06a3575,1534970291,1534992315,1535119920,1535394729,1535500800,37,233,1,900,32,13,18,17,13033,SP,13087,SP,1,boleto,1,33.93
8370300e444c4394d3c3f878606a9601,4869f7a5dfa277a7dca6462dcf3b52b2,1535452514,299.9,14.76,3,21af5a6162295193843fcb0c06301dd0,1535019686,1535020514,1535113560,1535562257,1535932800,45,344,2,250,16,9,12,10,13485,SP,14840,SP,1,credit_card,8,314.66
629e019a6f298a83aeecc7877964f935,c003204e1ab016dfa150abc119207b24,1535426714,107.9,15.07,5,43552e5bc02e24bd04469456c6a9c2b5,1535044962,1535081114,1535115300,1535578733,1536796800,57,1166,5,1750,30,30,30,3,19273,SP,7790,SP,1,boleto,1,122.97
d7a023eecac412d29d49735e9e9b629f,2953ce3a88f5e3c3b696d77fc9e4c8eb,1535391027,25.0,8.34,5,d037533ae7cef4ebcda6155993afd958,1535044797,1535045427,1535457960,1535562526,1535500800,56,1317,1,400,17,24,20,40,8330,SP,4270,SP,1,credit_card,3,66.68
d6aa421b9567e3e2a3a0caf8fb846cbc,99a54764c341d5dc80b4a8fac4eba3fb,1536077119,41.8,16.56,4,0b0e8ff0c3d490e69901bd6f0efa190a,1535471589,1535472319,1535569860,1535641898,1536192000,48,546,1,5675,25,25,60,8,6515,SP,3273,SP,2,voucher,1,20.0
59614aca5e5ddb29fd461f83c8f32b1d,ccf8813e5a7d6c84d865cd38bfc2b130,1535535907,99.9,14.28,4,9b2edc09b7b984bc7166ca79d4b7b864,1535016472,1535017507,1535110860,1535558848,1536537600,54,942,4,550,34,6,23,5,3821,SP,12080,SP,1,credit_card,2,114.18
e2f36cf818988a81e1a572308f22d469,08d0949a9a17c027262db1f3c450c26c,1535591107,46.9,14.63,5,3fa5cb8db19053333c80d6b5c049205e,1534985662,1534986307,1535461620,1535568405,1536105600,58,229,1,800,42,2,32,5,80540,PR,85804,PR,1,debit_card,1,61.53
805967bd91579942b3caac4ebcc39a54,391fc6631aebcf3004804e51b40bcf1e,1536092709,48.45,13.0,3,c5743b474a0a32457e5d1c4d7d010457,1535228015,1535228709,1535373780,1535637893,1536710400,37,167,2,400,25,9,19,4,12040,SP,14940,SP,1,credit_card,3,61.45
e70b02b0b99965f2ff4341de50a35c5d,09f952a5f58d2285b0372551ae8f9b01,1535495043,207.0,27.75,5,8c551766dbe7cb34777c4e221a6189ef,1535149284,1535235843,1535370540,1535670507,1539648000,55,575,2,4850,30,30,20,5,27536,RJ,9725,SP,2,voucher,1,233.88
060c17562f97e5bb60bc0dfa4dd5b3f2,9f505651f4a6abe901a56cdc21508025,1535549159,24.99,7.44,5,579e8a264bd6a1f8c3a9c30739e3ff75,1535375482,1535376359,1535381100,1535500299,1535587200,40,675,1,150,18,6,14,2,2131,SP,4102,SP,1,credit_card,1,32.43
9291bd341e4718e27d07437d5773e07a,e433f5fd4050e3352b5d83522b7fe24b,1535598623,548.06,48.71,4,4f3f9a69495d193e02589bb1ca6a3421,1535024759,1535080223,1535377320,1535668295,1536192000,49,418,3,9300,82,8,82,41,9240,SP,86702,PR,1,boleto,1,596.77
1b37262ebd1307a6c9aab9aca8584e76,6061155addc1e54b4cfb51c1c2a32ad8,1535380230,735.0,16.17,5,3776a22e0579b156f6c7664e0a9b640d,1535034110,1535034660,1535122560,1535205808,1535414400,52,1290,3,1300,30,10,18,30,7950,SP,13043,SP,1,credit_card,6,751.17
e919bdbe0314f5cef7d86707f9d89c1e,df47da4ae86fa4db890d05aaf24e21d8,1535429112,58.9,16.6,5,b2094bed49f0b4ad05a770234d42af20,1535021234,1535083512,1535111580,1535569603,1538352000,39,412,1,675,18,21,16,8,24346,RJ,4360,SP,1,boleto,1,75.5
7c88ed4fc8c3ae3a1e08a074cbfc9a88,0bebbb2cea103a4a020c95d43fd7d754,1535391066,217.9,25.61,5,f94bd0795b4e39a9250f516c56ee4309,1535044946,1535045714,1535107080,1535556536,1536019200,58,1348,1,1317,22,28,17,1,37701,MG,2515,SP,1,credit_card,3,243.51
d70c831282615555625658baeb52eaa6,0ea22c1cfbdc755f86b9b54b39c16043,1535134509,34.9,1.3,1,c9b91aae07c6cd838cac23a7e534e1df,1534961019,1534961739,1535037240,1535449929,1536883200,40,360,5,150,16,9,11,18,14300,SP,35700,MG,1,credit_card,4,92.03
a641c89dc8c19516ec7706a3c09c9424,26e13b6ff5b641b329e5524241ee2c93,1535134509,29.9,25.93,1,c9b91aae07c6cd838cac23a7e534e1df,1534961019,1534961739,1535037240,1535449929,1536883200,52,464,3,500,16,16,16,18,14300,SP,14401,SP,1,credit_card,4,92.03
15de022edf1005363381e66bed514528,537eb890efff034a88679788b647c564,1535704221,19.9,7.56,5,931bfab7036f6763dc1bdf6e2696e08b,1535493372,1535531421,1535550780,1535655848,1535932800,52,361,2,100,16,3,23,5,25720,RJ,20270,RJ,1,credit_card,2,27.46
5895e5cc058d6773e63c7084c7f6e636,08633c14ef2db992c11f840f04fad4cd,1535365532,32.7,15.33,5,9636300545e4304a7c005b8a60e3985f,1535019202,1535019932,1535014440,1535200126,1536796800,58,734,1,375,17,12,17,6,24240,RJ,9416,SP,1,credit_card,2,96.06
a1b35ee994b8c571119976c30aa07efe,709e16e2b25c7474d980076c6bfc4806,1535532610,29.9,12.88,3,02ae654741ad895368bd9ffc371893e5,1535272836,1535273410,1535381580,1535650721,1536537600,56,915,1,200,18,9,12,1,4547,SP,16200,SP,1,credit_card,3,81.37
c9676685ee3aec26dd274549d54b85f6,709e16e2b25c7474d980076c6bfc4806,1535532610,31.9,12.87,3,02ae654741ad895368bd9ffc371893e5,1535272836,1535273410,1535381580,1535650721,1536537600,52,832,1,200,22,5,12,1,4547,SP,16200,SP,1,credit_card,3,81.37
72d135605b8f0dd92505c47ca12157bd,6ec1a01e866584bb679eb9b098345919,1535976322,38.25,7.53,5,1dc39ef0968a2aa4522c242710d45c81,1535111696,1535112322,1535382240,1535473166,1536105600,44,1449,1,200,16,28,11,1,7196,SP,11040,SP,1,credit_card,1,45.78
ffd9ac56db9194a413298faaa03cd176,c5f7e746b7e6d07def6c0dae9903279b,1535323815,89.0,23.77,5,9d3024fe924d8bcee342b205d1b70090,1534977413,1534978215,1535036280,1535574712,1536796800,41,341,1,600,17,16,17,30,38860,MG,81350,PR,1,credit_card,1,112.77
ba80c9f47a84d1e08465f72e22930c83,70c27847eca8195c983ed7e798c56743,1535544324,112.99,18.89,5,7ca7e870cbd90048eba3ab92584137b5,1534938869,1534939524,1535122740,1535653112,1536537600,41,901,1,150,19,10,15,30,18603,SP,20930,RJ,1,debit_card,1,131.88
be15b247cf0071eb495d6aa6d35e6e22,080102cd0a76b09e0dcf55fcacc60e05,1535462114,74.0,15.62,5,4b05dcf5667f512fe23847c483db080d,1535115930,1535116514,1535141160,1535392302,1538352000,60,198,1,250,50,5,50,2,7082,SP,31140,MG,1,debit_card,1,89.62
d04857e7b4b708ee8b8b9921163edba3,9f505651f4a6abe901a56cdc21508025,1535728226,84.99,8.76,5,898b7fee99c4e42170ab69ba59be0a8b,1535554837,1535555426,1535561820,1535646216,1536105600,33,1127,2,450,16,4,20,2,13483,SP,4102,SP,1,credit_card,1,93.75
6e81e19eefa7a8f9d1b9d141d2afad8b,70eea00b476a314817cefde4aad4f89a,1535684709,165.0,9.91,5,e82c5a6dd63e0f9da0b2f8fce63465ac,1534970628,1535079909,1535137260,1535208154,1536883200,58,507,1,900,60,10,13,8,4107,SP,13250,SP,1,boleto,1,174.91
c3798d484fb730f0b5c23af0d5361595,6b90f847357d8981edd79a1eb1bf0acb,1535600650,15.9,7.39,5,255bd9cf3c5ada66932666a0dc4dc255,1535219520,1535427850,1535460300,1535563316,1535587200,45,150,1,100,16,11,12,60,6764,SP,7152,SP,1,boleto,1,46.58
41315ed74df21b8ba3b9e4a8738b43f8,b248792ac0b60ec3f93d80af1b4fae47,1535078708,42.9,13.6,4,b39c1c64b6f3e8a4e3373b37990b6614,1534905098,1534905908,1534939020,1535063331,1535587200,58,1156,1,3354,25,25,19,6,8744,SP,9560,SP,1,credit_card,1,113.0
56a5da29b4975931b470aa9d61ced8d3,1d4587203296c8f4ad134dc286fa6db0,1535070260,44.9,15.41,5,03a5dc88300acdc63c40c0fcb54799ec,1534896435,1534897460,1534933920,1535468615,1535932800,52,1236,1,200,20,6,17,3,74911,GO,5101,SP,1,credit_card,2,60.31
03ed331c2c9bb4cd5c3d986928bc8d9c,dee656f0f566ed1aa85bd137c943f08f,1535597423,37.99,19.46,4,099ad0974e8f18865f3c0aea78af8b56,1534932990,1534992623,1535033220,1535461125,1537142400,56,343,6,600,28,4,16,3,84035,PR,12701,SP,1,boleto,1,57.45
a319b66ab6cabbb2810942860c1c8a3c,b839e41795b7f3ad94cc2014a52f6796,1535469014,2300.0,28.4,5,f767e7437c3aa2c044523c0a6712380b,1535209950,1535296214,1535382780,1535471157,1535587200,46,3072,1,2300,16,19,24,26,2635,SP,9541,SP,1,credit_card,10,2328.4
ad7aebed205805125489f8a89819b24b,16090f2ca825584b5a147ab24aa30c86,1535132121,59.99,7.68,4,eaabfc595b1d805fd9b07f43caf78b7e,1534958636,1534959321,1535023800,1535134601,1535414400,41,2526,2,1150,22,10,9,37,13255,SP,12940,SP,1,credit_card,6,67.67
72b1dd0754a71db3f7b7dd8f776cd84a,e546117ed9cafbc40239c0c78635c584,1535742916,228.0,8.86,5,89852ab64bf9b9174cb414b674306159,1535050932,1535052696,1535469060,1535544591,1535932800,48,2724,1,250,24,12,11,7,2125,SP,4705,SP,1,credit_card,1,236.86
c4036b07aeb315973d843c5bb1fc267f,04aba03279157f6d4e0fe8ccaf21963c,1535982248,220.0,16.46,5,0cf6af50873c8ab4f2f4d4279c144860,1535289925,1535291048,1535541060,1535659492,1537142400,53,1205,1,1250,33,10,16,1,21020,RJ,28470,RJ,1,credit_card,2,236.46
3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,1535337861,66.99,9.16,5,ad6891a1937cb8723a2c08ba1ae59873,1534938551,1534992261,1535027940,1535572117,1535328000,50,1257,1,350,19,12,13,1,65058,MA,65072,MA,1,boleto,1,76.15
5adf9ead456c61f48967714f56b46cce,c5e60e39c0f42b8e827daa13cff74afa,1535394311,19.9,8.3,5,355767124591b6224d962485bd1fa883,1534961584,1534962311,1535038020,1535123319,1535500800,31,235,1,300,33,5,23,4,8440,SP,3449,SP,1,credit_card,1,28.2
f50df9b142a624bf4c4d8495489a207e,d149de2f383552baea37a7198c2296ce,1535466923,106.9,8.91,5,97167228f2e673901f1fef090e90a291,1535207111,1535207723,1535476200,1535587502,1535932800,60,804,1,600,23,25,20,15,13405,SP,4193,SP,1,credit_card,1,115.81
375e5a8fcf452959ad89ad40ea2839aa,6548c2550b6e2d8f18053216e1c7b6f3,1535134512,12.5,7.39,5,b4fa6e242596678b57081bd04ec3b3e3,1534960693,1534961712,1535022540,1535138915,1535328000,40,649,1,200,22,13,23,8,4014,SP,9920,SP,1,credit_card,1,39.78
cdafffbe81c76e4cb8b1270523215c82,11bfa66332777660bd0640ee84d47006,1535425516,4.99,13.71,5,c450d2558dd77bc0cd8b290f5af4f5fa,1535020026,1535079916,1535117220,1535487459,1536105600,47,313,1,500,16,17,15,7,12289,SP,14085,SP,1,boleto,1,18.7
a671b5c0b737258c5a3262826e3dd9c5,fa1a9dec3a9940c072684a46728bf1fc,1535663113,137.9,23.77,5,7a74aa94eccd47b6c280dd22bdfaa5d2,1534971315,1534971913,1535031360,1535378806,1536883200,63,1451,3,925,40,20,40,30,4763,SP,88820,SC,1,credit_card,3,161.67
11b2b219c6995bd51ac7973c2b352a0d,609e1a9a6c2539919b8205cf7c4e6ff0,1535418316,57.99,19.6,5,b470a81d390fcf882cf81afe227a8d6f,1535070951,1535072716,1535117040,1535557121,1536710400,59,679,1,1250,19,17,22,4,5712,SP,88359,SC,1,credit_card,7,77.59
73326828aa5efe1ba096223de496f596,d13e50eaa47b4cbe9eb81465865d8cfc,1535401475,85.9,13.26,5,83aec5c557978975ccf546bfd82eaf45,1535054895,1535055875,1535361600,1535660810,1536105600,32,1392,1,330,20,15,16,46,13360,SP,9210,SP,1,credit_card,1,99.16
ecd4bfa8cb104e8a1655dd59d1332d29,b64d51f0435e884e8de603b1655155ae,1536057918,11.35,7.39,5,4e14f46d40953ed4867254435e69c5be,1535106952,1535107548,1535383080,1535552687,1536105600,43,165,2,100,30,8,12,8,1544,SP,7077,SP,1,credit_card,1,18.74
6aa063e063f2ab982b471e58afe06d72,610f72e407cdd7caaa2f8167b0163fd8,1537305015,999.99,24.77,5,8e29c6e9c795eda30cf7f47244720132,1535230758,1535231415,1535468700,1535647673,1537488000,57,126,2,9000,25,55,50,4,5415,SP,1201,SP,1,debit_card,1,1024.76
2b3c98438883cfafc4ac288ed481b045,7040e82f899a04d1b434b795a43b4617,1535622620,19.9,7.4,4,accf3dbff23b624e0762877b205f6fd3,1535103219,1535104220,1535383440,1535580199,1536019200,50,845,2,200,27,5,20,9,11704,SP,1026,SP,1,debit_card,1,27.3
e1e0040c906cc890d032092141a9b6de,e9779976487b77c6d4ac45f75ec7afe9,1535681409,79.49,8.3,5,bd4a8885eb34fde35641c041de257375,1535421432,1535422209,1535467140,1535570792,1535932800,60,1416,1,200,18,18,18,6,1548,SP,11701,SP,1,credit_card,1,87.79
6fb9118651534879ecb3654b56a48a4c,d9a84e1403de8da0c3aa531d6d108ba6,1535475853,11.9,15.73,1,a2e1b81e95b64a49c8715043ec2bf878,1535215682,1535216653,1535378100,1535494000,1536192000,57,838,8,50,20,8,17,12,7793,SP,3562,SP,1,credit_card,6,108.36
44b6fc0101a9341e43ad3342a51ef75b,5ef131ac72773e5b3f6c0d63cf424657,1535475853,65.0,15.73,1,a2e1b81e95b64a49c8715043ec2bf878,1535215682,1535216653,1535378100,1535494000,1536192000,47,763,3,3600,52,22,47,15,7793,SP,14075,SP,1,credit_card,6,108.36
ed52d46b8e1ed9b1051575c9ed262092,9f505651f4a6abe901a56cdc21508025,1535426124,9.99,12.79,4,10b22fca096d0e9f49aba0051cfbdaf2,1534978519,1535080524,1535119500,1535484742,1535673600,51,217,2,150,16,3,13,2,12955,SP,4102,SP,1,boleto,1,22.78
deb5048402088c1bd33af3910bf9a92f,d91fb3b7d041e83b64a00a3edfb37e4f,1535598917,122.73,19.77,5,13d374bd3347701b027ec82b3a72a309,1535020234,1535080517,1535381820,1535573865,1535673600,55,313,1,3500,55,19,46,34,1525,SP,11704,SP,1,boleto,1,142.5
43cc8e4d981bc04b9d78b12e8a908d41,6061155addc1e54b4cfb51c1c2a32ad8,1535442610,1240.0,72.67,5,544718803ece964e5c1d0b3b3cd751fc,1535269118,1535269810,1535382480,1535650685,1536537600,44,1793,1,11450,80,26,26,1,22040,RJ,13043,SP,1,credit_card,10,1312.67
cdfdfcc9f178dcfa37d46591c5bf2c0a,7dea6f73af847b42cc3985bd620f994d,1535459719,149.0,27.99,3,98d0d7b56387880c76e991775addc133,1535146946,1535200519,1535365440,1535653725,1536537600,51,319,3,900,33,12,25,27,21610,RJ,85813,PR,1,credit_card,3,176.99
78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,1535391916,99.9,27.0,5,80f3395a6ea10e0c83ba9ee52ca25086,1535014768,1535046316,1535102460,1535673110,1536192000,57,272,1,2500,40,10,30,5,14051,SP,80330,PR,1,debit_card,1,126.9
73326828aa5efe1ba096223de496f596,d13e50eaa47b4cbe9eb81465865d8cfc,1535474708,85.9,13.26,5,72d22223828ebe8d8f4529ba06e89871,1535301275,1535301908,1535381400,1535655104,1536192000,32,1392,1,330,20,15,16,46,14787,SP,9210,SP,1,debit_card,1,99.16
3181a2cda00b1579d8ac2519f8820139,49f8d2ea7b718d0ce587d34207caf2b4,1535576132,149.9,15.36,5,90ce0548c953a250526eac9fbc2c2951,1535056447,1535057732,1535377260,1535647414,1535673600,50,503,2,1850,26,15,15,30,12283,SP,9830,SP,1,credit_card,3,150.27
fcaab5d7f656094e49fbe4ee3a506658,3d871de0142ce09b7081e2b9d1733cb1,1535393072,109.0,24.84,3,e7435f769bcd1ded1c00cc944ed10efa,1534960325,1534961072,1535115540,1535583523,1536192000,60,234,4,7650,28,55,37,13,17018,SP,13232,SP,1,credit_card,1,267.68
f517e42dd0e3a8d6797dbd1010416447,4b0fdb526525f9890eb145bf1534640e,1535126721,159.9,40.2,1,fa2a8cc9a1efb325b1d9bf94e57a629e,1534953184,1534953921,1535037780,1535415264,1535587200,39,471,1,9850,60,30,48,4,18125,SP,14940,SP,1,credit_card,4,400.2
d04857e7b4b708ee8b8b9921163edba3,9f505651f4a6abe901a56cdc21508025,1535466269,84.99,18.7,5,07d32200708d263fc5006988e4b6eff7,1535119559,1535120669,1535118360,1535661128,1536624000,33,1127,2,450,16,4,20,2,89070,SC,4102,SP,1,credit_card,1,103.69
7f4e034245e45549110139d1de248f83,4b9750c8ad28220fe6702d4ecb7c898f,1535631911,48.9,19.53,3,3f27dab6f20dfabd52490c042b6a517b,1535371867,1535372711,1535457240,1535628113,1536192000,55,1629,1,600,20,13,13,12,20550,RJ,13484,SP,1,credit_card,2,68.43
4345b14b84ad05bc0f724913b134c6eb,20a8b0dc55da94fe74d112082427c84f,1535455823,39.9,8.44,5,161b36bf551dd0e48ceaaa02688d1300,1535023257,1535023831,1535118780,1535399272,1535500800,34,775,1,625,23,22,11,12,4753,SP,13312,SP,1,credit_card,1,48.34
d10d49582dba25513691f61dec3a2d8a,c3cfdc648177fdbbbb35635a37472c53,1535385928,169.9,18.99,5,82754e9037879ee7d90e1facb88fbc86,1535039116,1535040328,1535124300,1535559275,1536105600,39,190,1,1058,28,23,22,6,90013,RS,80610,PR,1,credit_card,2,188.89
912d1fc21117a94dc8a67186df6010a7,7d13fca15225358621be4086e1eb0964,1535983461,110.65,13.44,5,cc754e7097e25ba2753c399ea39c6ee7,1535205061,1535205861,1535475120,1535643291,1536624000,38,1069,1,458,18,12,15,10,14740,SP,14050,SP,1,credit_card,10,124.09
c1cf541d5b33a4b04ddc1c3be7aa1c86,01fd077212124329bac32490e8ef80d9,1535426109,38.0,12.93,5,af885bebe2a7735c3aee36d538ada841,1534932371,1535080509,1535120580,1535566651,1535932800,51,781,2,150,35,2,26,1,19470,SP,14079,SP,1,boleto,1,50.93
dcca0e1c43015b958b03fe982abd84e6,5a6a02f419701fc8c605af71d4fc57a4,1535414113,55.5,13.05,5,d480aa85f10251c22f1c805b7b86afa6,1535154141,1535154913,1535383080,1535669372,1536019200,42,2142,1,300,16,22,15,49,17515,SP,13465,SP,1,credit_card,4,68.55
cf492edce9b45b948fae7ca5cfb4c24c,4736e9d642ef4257cd7622516931eb51,1535478610,99.0,7.95,5,a5460ac48757705144a88316dd7fe9c6,1535218648,1535219410,1535380620,1535472218,1535587200,53,1191,1,200,20,11,11,25,9210,SP,13424,SP,1,credit_card,2,106.95
313d98472cf2ff8d80bcccbed7bed6b1,0af2ab31141893d26aca5a404a537dab,1535589313,59.0,15.51,5,b79fa9dfed0c3d624b70fbd0ca2469de,1535063864,1535070913,1535116740,1535565806,1536019200,54,2394,4,550,28,10,26,2,81690,PR,3431,SP,1,credit_card,5,74.51
08bcc2d85da3a9c0e2ac1cc28b67418d,5f3ae9136c875522250f8184f253413a,1535108719,19.9,8.3,5,63366f54ed6bf30fb17380196327cd6f,1534935414,1534935919,1535034240,1535138563,1535500800,38,3543,1,350,23,2,16,40,13092,SP,1550,SP,1,credit_card,1,28.2
a59fb60fddcc72a9878b7ed5cb69d8e4,7040e82f899a04d1b434b795a43b4617,1535628321,14.9,7.39,5,16359095b72f56e8541b1206ebc4c9ab,1535059151,1535109921,1535383500,1535578658,1535587200,48,424,1,200,27,5,20,21,2927,SP,1026,SP,1,debit_card,1,22.29
2343570575e2990224008969445d7402,9f505651f4a6abe901a56cdc21508025,1535423716,19.99,18.24,5,a3e5a7458a61e94c06131898e1b75449,1535057801,1535164516,1535379660,1535661509,1538611200,60,515,2,100,16,3,11,10,23860,RJ,4102,SP,1,boleto,1,38.23
c20a3f598c16d77249da67e81caa8317,955fee9216a65b617aa5c0531780ce60,1535103016,32.0,8.97,5,0a061fbf0086ab5dc3be576189a0f2c8,1534929637,1534930216,1535008560,1535133771,1535414400,57,529,4,575,16,18,12,8,7194,SP,4782,SP,1,credit_card,4,40.97
1ebde342c905182ffc07333fc569c590,640e21a7d01df7614a3b4923e990d40c,1535392227,44.85,19.5,5,dd4d918501319301699fe6e22694c590,1535045907,1535049071,1535115060,1535556400,1536019200,23,416,2,738,38,8,24,4,35010,MG,14940,SP,1,credit_card,2,64.35
ee0c1cf2fbeae95205b4aa506f1469f0,cc419e0650a3c5ba77189a1882b7556a,1535555410,44.99,15.42,5,4293a500bd3509394b698c1cee625695,1535209932,1535296210,1535383380,1535581357,1536796800,44,334,1,200,16,16,13,7,30220,MG,9015,SP,1,voucher,1,60.41
ac2c77058e1e5ec1eda726fe7358ef2f,47efca563408aae19bb7206c2d969ea9,1535576675,285.0,35.76,5,991a3891199a240b585e2d194403b768,1535057364,1535058275,1535114640,1535562248,1536710400,34,92,1,2238,40,15,14,3,65922,MA,64033,PI,1,credit_card,16,320.76
67e927f7378303fc91ee4c3fc301bf5a,0951a6e282947e09cd47969f4ed0b47f,1535640620,79.8,7.82,5,936abf93c937d29a4a350eb38faf8f13,1535380761,1535381420,1535526660,1535676994,1535932800,47,2024,1,251,18,11,15,7,5409,SP,6763,SP,1,credit_card,1,87.62
8fc803c7d0a99a53798c7896a7c1e93c,cc63f0dd2acba93ffed4fe9f8e0321fa,1535621413,115.99,27.11,5,886372b4fafa82404226c837b1265e4e,1535102265,1535103013,1535183220,1535640467,1537142400,41,786,3,2600,40,21,25,8,86702,PR,15025,SP,1,credit_card,3,143.1
72f7a39ebe43db1530241755c8df490e,1d1bbb8ac1581824986f582583fff01d,1535466265,51.5,9.15,1,ecd37231a9052d49db278a6b92d28054,1535119181,1535120665,1535641080,1535995122,1535500800,50,961,1,833,17,16,14,1,3650,SP,89082,SC,1,credit_card,1,60.65
3c4b135cf249d2b9d6ffb47f108bf08d,81f89e42267213cb94da7ddc301651da,1535562913,19.0,12.79,5,2b7fc1752a6283fe304ffbf867c4260c,1535131066,1535217313,1535379240,1535673524,1536537600,54,199,1,300,42,8,17,2,4547,SP,19063,SP,1,credit_card,1,31.79
1144808d80753334c836d4bfab367400,080102cd0a76b09e0dcf55fcacc60e05,1535384124,63.9,22.38,5,807e915d9c33af274ecae4f7810038a3,1535037119,1535038524,1535056680,1535639679,1536883200,56,257,1,325,46,8,20,2,88880,SC,31140,MG,1,credit_card,1,86.28
e869c12a2f4763dbfc1a8398d20a1213,c5e60e39c0f42b8e827daa13cff74afa,1535541327,22.9,15.46,5,72a366446dd3abfc90c598896714d85c,1535281378,1535282127,1535376300,1535563734,1536624000,31,235,1,300,33,5,23,4,17012,SP,3449,SP,1,credit_card,4,96.68
a7d2c99f1d0e7ddfbce06d48f12b61a2,99a54764c341d5dc80b4a8fac4eba3fb,1535714127,19.9,15.46,5,72a366446dd3abfc90c598896714d85c,1535281378,1535282127,1535376300,1535563734,1536624000,36,405,1,10100,40,20,30,8,17012,SP,3273,SP,1,credit_card,4,96.68
